Year,Month,Day,Open,High,Low,Close,Volumn,Return
2021,5,7,0.77819,0.78615,0.77603,0.78438,177556,1.00829123
2021,5,6,0.77459,0.77866,0.77002,0.77793,190335,1.00431196
2021,5,5,0.77034,0.77542,0.76991,0.77459,179855,1.00551704
2021,5,4,0.77572,0.77633,0.76745,0.77034,190043,0.99288531
2021,5,3,0.77189,0.77661,0.77054,0.77586,178801,1.00588601
2021,4,30,0.77642,0.77836,0.76954,0.77132,184656,0.99344419
2021,4,29,0.77877,0.78174,0.77497,0.77641,185262,0.99694398
2021,4,28,0.77615,0.78007,0.77248,0.77879,181322,1.00345312
2021,4,27,0.77968,0.78032,0.77608,0.77611,182549,0.99543397
2021,4,26,0.77387,0.78144,0.77364,0.77967,180375,1.00676627
2021,4,23,0.77039,0.77598,0.76922,0.77443,178893,1.00523105
2021,4,22,0.77494,0.77640,0.76897,0.77040,187574,0.99403886
2021,4,21,0.77236,0.77617,0.76990,0.77502,186679,1.00336604
2021,4,20,0.77553,0.78151,0.77082,0.77242,190831,0.99638812
2021,4,19,0.77266,0.77840,0.77053,0.77522,189171,1.00230141
2021,4,16,0.77512,0.77584,0.77233,0.77344,183194,0.99790984
2021,4,15,0.77221,0.77605,0.77050,0.77506,191744,1.00363872
2021,4,14,0.76371,0.77373,0.76339,0.77225,188165,1.01118226
2021,4,13,0.76220,0.76478,0.75835,0.76371,184023,1.00195482
2021,4,12,0.76179,0.76349,0.75938,0.76222,187405,1.00043313
2021,4,9,0.76495,0.76606,0.75874,0.76189,190203,0.99585653
2021,4,8,0.76111,0.76596,0.76017,0.76506,186662,1.00520300
2021,4,7,0.76582,0.76764,0.75997,0.76110,192087,0.99391454
2021,4,6,0.76463,0.76671,0.76051,0.76576,188105,1.00081031
2021,4,5,0.76013,0.76598,0.75973,0.76514,170945,1.00501760
2021,4,2,0.76161,0.76367,0.75913,0.76132,93256,0.99963235
2021,4,1,0.75946,0.76188,0.75312,0.76160,199544,1.00304232
2021,3,31,0.75956,0.76359,0.75871,0.75929,199713,1.00019759
2021,3,30,0.76304,0.76634,0.75838,0.75914,199508,0.99518884
2021,3,29,0.76311,0.76552,0.76141,0.76281,202051,0.99890002
2021,3,26,0.75796,0.76439,0.75779,0.76365,194625,1.00758675
2021,3,25,0.75811,0.76135,0.75624,0.75790,203428,0.99973618
2021,3,24,0.76300,0.76330,0.75768,0.75810,208570,0.99364310
2021,3,23,0.77430,0.77467,0.76157,0.76295,125985,0.98527798
2021,3,22,0.77042,0.77558,0.77039,0.77435,203190,1.00014207
2021,3,19,0.77550,0.77716,0.77168,0.77424,200853,0.99837524
2021,3,18,0.77947,0.78485,0.77487,0.77550,211557,0.99499615
2021,3,17,0.77407,0.78096,0.76985,0.77940,196922,1.00688568
2021,3,16,0.77514,0.77569,0.77097,0.77407,196380,0.99872268
2021,3,15,0.77578,0.77748,0.77047,0.77506,204360,0.99853131
2021,3,12,0.77866,0.78000,0.77238,0.77620,210487,0.99684073
2021,3,11,0.77337,0.77931,0.77224,0.77866,203906,1.00723091
2021,3,10,0.77146,0.77448,0.76677,0.77307,211822,1.00254179
2021,3,9,0.76464,0.77249,0.76207,0.77111,214876,1.00823734
2021,3,8,0.76901,0.77209,0.76352,0.76481,218338,0.99491362
2021,3,5,0.77238,0.77283,0.76216,0.76872,212460,0.99597062
2021,3,4,0.77739,0.78143,0.77080,0.77183,208093,0.99282232
2021,3,3,0.78178,0.78375,0.77700,0.77741,203008,0.99469011
2021,3,2,0.77688,0.78368,0.77351,0.78156,216347,1.00619247
2021,3,1,0.77074,0.77862,0.77035,0.77675,217810,1.00828173
